,name,online_order,book_table,rate,votes,location,rest_type,cuisines,cost,menu_item
978,3065,1,1,4.2,354,1,20,151,800.0,631
979,2387,1,0,3.6,518,28,20,1589,400.0,5047
980,1362,1,0,4.3,792,30,62,84,300.0,5047
981,2460,1,0,4.2,504,1,13,485,550.0,921
982,1383,1,0,4.1,1720,4,62,1355,400.0,5047
983,1547,1,0,3.7,107,4,9,221,150.0,4868
984,2718,1,0,3.9,55,0,62,235,300.0,5047
985,2033,1,0,3.2,395,30,62,1196,300.0,5047
986,2276,1,0,4.0,78,30,62,1079,100.0,5047
987,73,1,0,4.0,332,28,62,1589,300.0,5047
988,2029,1,0,4.0,1975,28,20,294,800.0,5047
989,371,1,0,4.0,618,30,20,288,750.0,5047
990,3072,1,0,3.3,261,73,20,1196,500.0,5047
991,1508,1,0,4.0,253,30,30,773,300.0,5047
992,2250,1,0,3.9,750,4,20,1277,500.0,5047
993,1985,1,1,4.6,2556,1,22,1468,600.0,5047
994,1457,1,0,3.9,210,30,11,778,400.0,5047
995,2093,1,0,3.8,71,4,30,959,400.0,5047
996,291,1,0,3.9,230,1,29,235,650.0,1999
997,2122,1,0,4.2,444,4,62,1547,100.0,5047
998,1445,1,0,4.3,630,30,62,1454,200.0,5047
999,2538,1,1,4.1,175,30,20,1591,500.0,5047
1000,858,1,0,3.9,441,1,62,1592,400.0,5047
1001,759,1,1,4.1,2723,0,20,296,800.0,5047
1002,2083,1,0,3.8,693,1,20,1474,750.0,5047
1003,1734,1,0,4.4,4401,30,20,286,600.0,5047
1004,2000,1,0,3.9,172,1,29,1465,750.0,2181
1005,639,1,0,3.9,319,3,20,1196,650.0,5047
1006,2111,1,0,3.7,170,28,62,862,200.0,5047
1007,589,1,0,3.2,208,30,12,1652,250.0,5047
1008,2960,1,0,4.1,163,4,62,684,500.0,5047
1009,3062,1,0,3.7,97,30,62,1386,350.0,5047
1010,939,1,0,4.2,415,1,62,1190,500.0,1022
1011,1103,1,1,3.9,291,30,13,368,650.0,5047
1012,2606,1,0,4.2,1647,1,20,609,600.0,5047
1013,2051,1,1,4.1,364,30,20,1665,1200.0,5047
1014,1336,1,0,3.8,70,1,62,1547,100.0,5047
1015,1355,1,0,3.5,80,1,62,1670,250.0,5047
1016,1058,1,0,3.9,264,1,62,1547,200.0,5047
1017,2989,1,0,4.0,166,30,62,1589,400.0,5047
1018,252,1,0,3.9,134,30,62,1647,400.0,5047
1019,2277,1,0,4.1,364,4,20,1566,550.0,5047
1020,2957,1,0,4.2,449,30,13,362,400.0,5047
1021,3104,1,0,3.9,56,4,30,773,400.0,5047
1022,1419,1,0,3.9,148,30,62,1121,400.0,5047
1023,968,1,0,4.0,53,1,29,1113,600.0,1502
1024,3036,1,1,4.2,2115,1,20,1481,800.0,5047
1025,2024,1,0,3.9,67,30,62,817,200.0,5047
1026,1760,1,0,4.2,287,1,62,1156,350.0,5047
1027,1706,1,0,3.6,84,1,62,1589,250.0,5047
1028,2565,1,1,4.2,2171,28,60,10,1200.0,5047
1029,141,1,1,4.2,1428,28,20,64,800.0,5047
1030,1092,1,0,3.7,93,4,62,1628,200.0,1735
1031,2354,1,1,3.9,1227,3,20,116,900.0,5047
1032,2180,1,0,4.1,164,30,62,256,400.0,5047
1033,2273,1,0,3.8,577,30,20,1421,900.0,432
1034,2117,1,1,4.2,166,30,20,924,800.0,3880
1035,2084,1,0,3.5,32,1,62,1486,150.0,5047
1036,2328,1,0,3.9,104,30,62,817,200.0,4636
1037,1971,1,0,3.9,38,1,30,949,150.0,5047
1038,2378,1,0,4.5,155,30,9,228,300.0,5047
1039,2146,1,1,4.2,3227,0,25,1156,1600.0,5047
1040,2059,1,0,2.8,109,73,20,616,500.0,5047
1041,329,1,0,3.7,662,28,20,201,650.0,304
1042,2077,1,1,4.5,784,0,20,716,800.0,5047
1043,2598,1,0,3.0,73,73,20,1156,500.0,4607
1044,344,1,0,3.9,85,28,62,1490,300.0,2906
1045,549,1,0,4.3,659,30,30,181,500.0,5047
1046,2712,1,0,3.8,152,30,30,773,350.0,5047
1047,1834,1,0,4.1,337,30,62,547,300.0,5047
1048,717,1,0,4.2,191,4,62,1636,250.0,3958
1049,3070,1,0,4.0,108,30,62,329,500.0,5047
1050,2238,1,0,4.1,438,30,30,791,500.0,5047
1051,3005,1,0,3.9,49,30,62,1587,200.0,5047
1052,1719,1,0,3.6,276,4,62,322,500.0,5047
1053,1651,1,1,4.2,1539,0,20,1054,800.0,5047
1054,937,1,1,4.1,1063,30,21,987,1200.0,5047
1055,558,1,0,3.6,195,30,20,597,800.0,5047
1056,2151,1,0,3.9,211,30,20,840,500.0,5047
1057,2562,1,0,4.3,860,1,30,789,500.0,5047
1058,727,1,0,4.2,289,3,62,6,400.0,5047
1059,1040,1,0,4.2,146,1,9,215,400.0,5047
1060,2022,1,0,4.2,169,28,13,361,600.0,5047
1061,1462,1,0,3.9,134,30,62,866,350.0,5047
1062,819,1,0,3.9,113,73,62,861,250.0,5047
1063,322,1,0,3.9,91,30,62,230,200.0,5047
1064,675,1,0,3.7,237,1,62,1571,200.0,5047
1065,1531,1,1,3.8,197,30,57,536,1000.0,5047
1066,573,1,0,3.9,133,1,13,441,800.0,5047
1067,237,1,0,4.0,90,28,0,181,500.0,5047
1068,1079,1,1,4.3,1252,30,22,922,800.0,5047
1069,2247,1,0,4.1,796,30,13,437,400.0,5047
1070,2322,1,0,3.8,918,1,16,484,800.0,5047
1071,2575,1,0,3.8,155,30,20,1597,450.0,5047
1072,2557,1,0,3.9,240,4,13,332,700.0,5047
1073,239,1,0,3.6,41,0,13,401,700.0,5047
1074,856,1,0,3.7,217,85,62,1474,800.0,3142
1075,108,1,0,4.0,73,4,0,194,300.0,5047
1076,1274,1,0,4.1,192,30,30,789,300.0,5047
1077,2327,1,0,3.8,53,30,62,953,250.0,5047
1078,2519,1,0,3.9,61,73,9,214,150.0,5047
1079,1672,1,0,3.8,242,30,20,1089,650.0,5047
1080,2182,1,0,4.0,465,30,20,1597,600.0,5047
1081,2066,1,0,4.0,324,1,13,462,700.0,5047
1082,2175,1,0,2.6,307,73,20,1145,700.0,5047
1083,1635,1,0,3.7,47,30,66,844,400.0,5047
1084,519,1,1,4.2,150,1,13,462,600.0,5047
1085,2646,1,0,3.0,290,1,62,1215,450.0,5047
1086,443,1,0,4.4,356,30,30,773,400.0,5047
1087,3059,1,0,4.2,249,30,30,773,300.0,5047
1088,1113,1,0,3.8,82,0,62,327,1000.0,5047
1089,736,1,0,3.9,91,30,13,439,300.0,5047
1090,2086,1,0,3.8,164,4,62,1476,600.0,5047
1091,2593,1,0,3.5,179,1,20,1208,600.0,5047
1092,2744,1,0,3.9,153,28,41,427,400.0,5047
1093,1876,1,0,3.5,79,30,20,72,600.0,5047
1094,2526,1,0,4.1,558,4,62,1547,150.0,5047
1095,1272,1,0,4.0,197,1,30,767,300.0,5047
1096,2942,1,1,4.3,1129,30,20,1009,1300.0,5047
1097,1168,1,0,4.0,89,30,62,1551,200.0,5047
1098,2848,1,0,2.8,45,1,20,1483,800.0,5047
1099,1587,1,0,3.7,54,4,13,359,600.0,5047
1100,2312,1,1,4.1,442,30,60,692,1200.0,5047
1101,2376,1,0,4.4,659,30,12,217,600.0,5047
1102,473,1,0,4.2,261,30,13,389,700.0,5047
1103,752,1,0,4.1,176,4,20,68,800.0,3310
1104,555,1,0,3.8,61,4,62,1021,100.0,4287
1105,2266,1,0,3.8,75,1,62,836,200.0,246
1106,1807,1,1,4.5,1872,0,13,394,900.0,5047
1107,587,1,0,4.1,30,30,9,231,100.0,5047
1108,3028,1,0,3.6,105,1,20,1678,700.0,4856
1109,2970,1,0,3.8,74,4,62,1589,300.0,4412
1110,2809,1,0,4.0,136,30,62,1571,350.0,5047
1111,694,1,0,3.7,71,30,20,1209,450.0,5047
1112,3101,1,0,3.9,178,28,30,767,400.0,1637
1113,2172,1,0,3.9,233,30,20,1007,800.0,5047
1114,43,1,0,2.7,97,4,20,1575,400.0,5047
1115,1475,1,0,3.8,144,1,13,533,700.0,5047
1116,1302,1,0,2.8,137,0,62,1451,300.0,5047
1117,426,1,1,4.1,970,30,54,1313,1500.0,5047
1118,2693,1,0,3.9,135,1,20,1222,800.0,5047
1119,504,1,0,3.7,514,4,13,458,600.0,5047
1120,1771,1,0,3.9,914,28,4,1266,1000.0,5047
1121,2978,1,0,2.9,177,30,20,1211,700.0,5047
1122,21,1,0,3.9,157,85,20,1196,450.0,5047
1123,3061,1,0,3.9,70,1,30,846,400.0,5047
1124,1808,1,0,3.9,247,30,13,406,400.0,5047
1125,1831,1,0,3.6,62,1,65,985,600.0,5047
1126,2027,1,0,3.0,57,30,62,1329,400.0,5047
1127,2098,1,0,4.1,204,30,30,956,300.0,5047
1128,676,1,0,3.9,519,1,20,561,900.0,5047
1129,6,1,0,4.1,119,28,20,1485,800.0,5047
1130,2701,1,0,4.1,130,30,13,473,650.0,5047
1131,3099,1,0,2.6,208,28,20,602,650.0,5047
1132,2361,1,1,4.0,349,1,20,1519,1200.0,1161
1133,2194,1,0,3.3,128,1,62,1196,300.0,5047
1134,1646,1,0,4.0,1778,30,62,1444,200.0,5047
1135,1162,0,0,4.1,279,4,62,873,200.0,5047
1136,1086,1,0,3.8,469,4,20,1208,750.0,5047
1137,2113,1,0,4.3,322,30,20,1547,400.0,5047
1138,525,1,0,3.8,90,1,13,332,650.0,5047
1139,2420,1,0,3.6,81,73,20,1196,500.0,4950
1140,1728,1,0,3.9,214,0,20,1235,400.0,5047
1141,461,1,0,4.3,316,4,62,1547,100.0,5047
1142,660,1,0,3.5,56,30,30,958,400.0,5047
1143,1340,1,0,2.6,157,30,13,346,450.0,5047
1144,936,1,1,4.1,553,30,20,991,900.0,5047
1145,1407,1,0,3.9,126,30,62,1589,400.0,1785
1146,682,1,1,4.1,1403,28,26,1296,1100.0,5047
1147,452,1,0,3.0,213,1,62,1428,400.0,5047
1148,1907,1,0,2.8,102,3,62,1196,350.0,5047
1149,1905,1,0,3.7,178,0,62,1196,400.0,5047
1150,235,1,0,3.8,527,4,20,1156,500.0,5047
1151,2725,1,0,4.6,228,30,13,359,400.0,5047
1152,351,1,0,3.7,158,30,20,251,700.0,5047
1153,3087,1,0,4.0,308,30,13,388,750.0,5047
1154,2546,0,0,3.8,148,4,22,1194,550.0,5047
1155,1902,1,0,3.9,388,1,20,299,650.0,5047
1156,2938,1,0,3.8,70,30,62,1451,200.0,5047
1157,2544,1,0,3.8,42,1,62,1589,300.0,5047
1158,783,1,0,3.9,144,30,20,1268,550.0,3048
1159,1275,1,0,3.6,34,28,30,956,300.0,5047
1160,755,1,0,4.0,507,28,19,460,1000.0,5047
1161,2895,1,0,3.7,133,30,20,607,700.0,3706
1162,2183,1,1,3.9,886,28,20,1156,900.0,5047
1163,1393,1,0,3.6,129,1,20,1091,600.0,5047
1164,2949,1,0,3.8,74,85,20,672,1000.0,4132
1165,472,1,0,4.1,216,4,13,391,500.0,5047
1166,1432,1,0,4.4,181,30,9,231,250.0,5047
1167,2808,1,0,3.9,888,1,20,1434,750.0,5047
1168,132,1,0,3.9,84,30,69,1121,400.0,5047
1169,1105,1,0,3.8,160,1,20,1196,700.0,5047
1170,1504,1,1,4.2,1901,30,13,423,800.0,5047
1171,2185,1,0,3.9,314,30,62,1639,300.0,5047
1172,1902,1,0,3.6,143,30,20,1554,750.0,5047
1173,2935,1,0,3.8,286,4,20,1156,600.0,5047
1174,145,1,0,4.1,739,28,29,565,500.0,5047
1175,2734,1,0,2.5,35,4,62,817,200.0,5047
1176,725,1,1,4.2,237,28,22,349,600.0,5047
1177,1121,1,1,4.1,1875,30,20,1159,1200.0,5047
1178,818,1,1,3.8,361,30,20,291,600.0,5047
1179,2207,1,1,4.3,548,73,20,570,1200.0,5047
1180,2502,1,0,4.1,787,1,20,594,800.0,2924
1181,228,0,0,4.1,428,4,20,1451,1000.0,5047
1182,898,1,0,3.9,101,4,62,1547,150.0,5047
1183,1423,1,0,4.2,150,30,20,1156,800.0,5047
1184,672,1,0,4.2,2353,28,20,1156,800.0,5047
1185,769,1,0,2.5,247,1,20,1156,500.0,5047
1186,2163,0,0,3.7,217,4,20,1281,450.0,5047
1187,1645,1,1,4.3,881,30,20,558,1700.0,5047
1188,1004,1,0,4.0,232,30,62,1561,400.0,5047
1189,2800,1,0,4.0,116,28,20,604,400.0,5047
1190,1410,1,0,2.6,72,4,62,1589,300.0,5047
1191,1494,0,0,3.9,206,4,62,1585,450.0,5047
1192,780,1,0,4.1,90,30,62,1547,100.0,5047
1193,11,1,0,3.4,58,4,13,436,400.0,5047
1194,1165,0,0,3.8,148,4,62,873,150.0,5047
1195,679,1,0,3.9,221,30,20,521,700.0,5047
1196,1333,1,1,4.1,775,1,20,1386,800.0,5047
1197,2138,1,1,3.5,431,30,20,1156,800.0,5047
1198,2911,1,1,3.8,584,30,20,1381,1200.0,5047
1199,1763,1,0,4.0,232,4,20,1196,750.0,5047
1200,1433,1,0,4.1,449,4,62,1628,100.0,5047
1201,1857,1,0,3.9,200,28,62,1087,400.0,5047
1202,1332,1,1,4.0,866,30,20,1296,900.0,5047
1203,577,1,0,3.8,412,30,20,77,700.0,5047
1204,767,1,0,3.7,117,28,62,1156,150.0,5047
1205,684,1,1,4.1,2339,30,20,1206,1500.0,5047
1206,1513,1,1,4.1,353,66,20,1549,1200.0,5047
1207,1436,1,0,3.2,96,46,62,1156,400.0,5047
1208,1408,1,0,3.9,543,4,62,1571,300.0,5047
1209,1160,1,1,4.0,633,1,20,1196,800.0,5047
1210,2866,1,1,4.2,815,30,20,1196,900.0,5047
1211,2998,1,0,3.7,59,1,62,1451,200.0,5047
1212,2570,1,1,4.2,2022,30,20,1416,1000.0,5047
1213,157,1,0,4.1,179,73,20,1535,600.0,5047
1214,296,1,1,3.9,142,30,20,1093,1000.0,5047
1215,2092,1,0,4.2,185,0,51,1209,300.0,5047
1216,468,1,1,4.4,1224,30,20,1343,1000.0,5047
1217,2488,1,0,4.3,275,4,62,1547,100.0,5047
1218,3035,1,0,3.8,280,30,20,283,800.0,5047
1219,2668,1,0,3.8,122,30,20,1088,700.0,5047
1220,1668,1,1,3.8,560,28,20,1156,800.0,5047
1221,429,1,0,2.9,62,30,65,548,650.0,1323
1222,2822,0,1,3.7,151,30,46,1158,1350.0,5047
1223,2321,1,0,4.1,139,30,20,1277,550.0,5047
1224,2210,1,0,4.0,219,4,13,455,600.0,5047
1225,10,0,1,4.1,2303,30,20,1196,950.0,5047
1226,1716,0,0,4.0,104,13,20,1196,650.0,5047
1227,1863,0,0,3.5,334,30,20,1156,600.0,5047
1228,1198,0,0,3.8,36,1,29,1314,400.0,5047
1229,2876,0,1,3.8,176,30,20,1158,1350.0,5047
1230,1468,0,0,3.5,52,1,62,1547,300.0,5047
1231,292,0,0,2.7,128,1,20,604,850.0,5047
1232,2039,1,1,3.8,203,66,20,1258,1200.0,5047
1233,932,1,1,4.1,1077,30,20,1196,1000.0,5047
1234,2425,1,0,3.1,68,30,62,1148,550.0,5047
1235,2811,1,0,4.1,185,30,62,1022,200.0,5047
1236,2989,1,0,3.9,40,4,20,1280,600.0,5047
1237,2654,1,0,3.6,43,28,20,583,600.0,5047
1238,812,1,1,3.7,36,30,20,586,650.0,5047
1239,1129,0,0,4.1,868,1,57,704,1200.0,5047
1240,697,0,1,3.8,235,30,20,1066,1000.0,5047
1241,777,0,0,3.0,98,1,4,1196,800.0,5047
1242,622,1,0,3.8,75,30,62,1046,300.0,5047
1243,1669,0,0,4.3,141,30,70,1120,200.0,5047
1244,1846,0,0,4.0,920,30,20,43,600.0,5047
1245,1397,0,0,3.8,71,30,41,1563,1200.0,5047
1246,926,0,1,4.2,731,30,13,393,800.0,5047
1247,721,0,0,4.3,345,1,30,956,400.0,5047
1248,488,0,1,4.1,102,30,13,379,800.0,5047
1249,2071,0,0,4.2,244,1,20,1000,800.0,5047
1250,2255,0,0,4.0,1047,1,62,980,450.0,5047
1251,1766,0,0,3.9,56,30,30,795,200.0,5047
1252,1534,0,1,3.6,571,30,20,701,800.0,5047
1253,2245,0,0,3.6,299,1,62,868,300.0,5047
1254,2987,0,0,3.8,39,1,62,1563,350.0,5047
1255,28,0,0,4.0,62,30,13,332,150.0,5047
1256,750,0,0,3.2,59,30,16,436,550.0,5047
1257,850,0,0,4.0,147,30,30,767,400.0,5047
1258,607,0,0,3.7,65,1,62,873,300.0,5047
1259,180,1,0,3.5,41,75,44,1475,400.0,5047
1260,879,1,0,3.9,60,30,12,217,400.0,5047
1261,2041,1,0,3.8,109,30,20,1196,500.0,5047
1262,1411,1,0,3.9,193,28,20,1589,400.0,5047
1263,1323,1,0,3.8,59,1,20,1196,750.0,5047
1264,503,1,0,3.8,186,28,13,339,500.0,5047
1265,3000,0,0,4.2,502,4,0,175,150.0,5047
1266,721,0,0,4.3,372,4,30,956,400.0,5047
1267,2540,0,0,4.0,98,4,70,1123,400.0,5047
1268,3104,1,0,3.9,56,4,30,773,400.0,5047
1269,118,0,0,3.9,95,4,30,175,400.0,5047
1270,108,1,0,4.0,73,4,0,194,300.0,5047
1271,2210,1,0,4.0,219,4,13,455,600.0,5047
1272,2093,1,0,3.8,71,4,30,959,400.0,5047
1273,472,1,0,4.1,216,4,13,391,500.0,5047
1274,1040,1,0,4.1,46,4,9,214,400.0,5047
1275,43,1,0,2.7,97,4,20,1575,400.0,5047
1276,2675,0,1,4.3,633,30,16,413,800.0,5047
1277,1756,0,0,4.5,197,30,30,956,400.0,5047
1278,1669,0,0,4.3,141,30,70,1120,200.0,5047
1279,1646,1,0,4.0,1778,30,62,1444,200.0,5047
1280,1873,0,0,4.4,366,30,30,956,150.0,5047
1281,2733,0,0,4.2,223,30,13,501,800.0,5047
1282,718,0,0,4.2,820,30,9,214,250.0,5047
1283,2096,0,0,4.4,356,1,69,1116,150.0,5047
1284,443,1,0,4.4,356,30,30,773,400.0,5047
1285,1766,0,0,3.9,56,30,30,795,200.0,5047
1286,869,1,0,4.2,95,30,11,214,400.0,5047
1287,549,1,0,4.2,228,30,30,181,500.0,5047
1288,2712,1,0,3.8,152,30,30,773,350.0,5047
1289,2238,1,0,4.1,438,30,30,791,500.0,5047
1290,2554,0,0,4.1,108,30,13,427,700.0,5047
1291,2562,1,0,4.3,860,1,30,789,500.0,5047
1292,660,1,0,3.5,56,30,30,958,400.0,5047
1293,1635,1,0,3.7,47,30,66,844,400.0,5047
1294,2322,1,0,3.8,918,1,16,484,800.0,5047
1295,1508,1,0,4.0,253,30,30,773,300.0,5047
1296,1457,1,0,3.9,210,30,11,778,400.0,5047
1297,2519,1,0,4.1,210,30,32,214,150.0,5047
1298,1475,1,0,3.8,144,1,13,533,700.0,5047
1299,3059,1,0,4.2,249,30,30,773,300.0,5047
1300,160,0,0,4.1,59,30,30,956,200.0,5047
1301,850,0,0,4.0,147,30,30,767,400.0,5047
1302,3061,1,0,3.9,70,1,30,846,400.0,5047
1303,2098,1,0,4.1,204,30,30,956,300.0,5047
1304,2250,1,0,3.9,750,4,20,1277,500.0,5047
1305,2864,0,1,4.3,1037,4,20,768,1000.0,5047
1306,1763,1,0,4.0,232,4,20,1196,750.0,5047
1307,1100,0,0,3.8,166,4,20,1406,600.0,5047
1308,319,0,0,3.9,153,4,20,1547,350.0,5047
1309,1985,1,1,4.6,1755,4,22,1468,600.0,5047
1310,228,0,0,4.1,428,4,20,1451,1000.0,5047
1311,1086,1,0,3.8,469,4,20,1208,750.0,5047
1312,2557,1,0,3.9,240,4,13,332,700.0,5047
1313,235,1,0,3.8,527,4,20,1156,500.0,5047
1314,2277,1,0,4.1,364,4,20,1566,550.0,5047
1315,2474,0,0,2.7,377,4,57,1292,1100.0,5047
1316,2546,0,0,3.8,148,4,22,1194,550.0,5047
1317,2935,1,0,3.8,286,4,20,1156,600.0,5047
1318,1494,0,0,3.9,206,4,62,1585,450.0,5047
1319,3141,0,0,3.9,133,4,20,979,650.0,5047
1320,1863,0,0,3.6,160,4,20,56,800.0,5047
1321,2210,1,0,4.0,219,4,13,455,600.0,5047
1322,290,0,1,3.7,64,4,4,878,2200.0,5047
1323,472,1,0,4.1,216,4,13,391,500.0,5047
1324,504,1,0,3.7,514,4,13,458,600.0,5047
1325,1587,1,0,3.7,54,4,13,359,600.0,5047
1326,43,1,0,2.7,97,4,20,1575,400.0,5047
1327,752,1,0,4.1,176,4,20,68,800.0,5047
1328,1233,1,0,3.8,540,4,20,1353,650.0,5047
1329,11,1,0,3.4,58,4,13,436,400.0,5047
1330,2163,0,0,3.7,217,4,20,1281,450.0,5047
1331,1622,0,0,3.7,61,4,20,310,600.0,5047
1332,2108,0,0,3.9,111,4,20,1258,700.0,5047
1333,2989,1,0,3.9,40,4,20,1280,600.0,5047
1334,298,0,0,3.8,55,75,44,595,300.0,5047
1335,1710,0,0,4.5,2896,4,62,1547,250.0,5047
1336,3027,0,0,4.4,4460,4,62,1547,150.0,5047
1337,416,0,0,4.8,2679,4,62,1547,100.0,5047
1338,898,1,0,3.9,101,4,62,1547,150.0,5047
1339,1383,1,0,4.1,1720,4,62,1355,400.0,5047
1340,2526,1,0,4.1,558,4,62,1547,150.0,5047
1341,925,1,0,4.2,64,4,62,1510,500.0,5047
1342,1433,1,0,4.1,449,4,62,1628,100.0,5047
1343,1372,1,0,3.8,319,4,62,322,400.0,5047
1344,323,0,0,3.9,100,4,62,1589,300.0,5047
1345,1719,1,0,3.6,276,4,62,322,500.0,5047
1346,1206,0,0,4.2,253,4,62,1547,250.0,5047
1347,2122,1,0,4.2,444,4,62,1547,100.0,5047
1348,1162,0,0,4.1,279,4,62,873,200.0,5047
1349,2488,1,0,4.3,275,4,62,1547,100.0,5047
1350,2974,0,0,4.1,238,4,62,1547,600.0,5047
1351,1092,1,0,3.7,93,4,62,1628,200.0,5047
1352,2970,1,0,3.8,74,4,62,1589,300.0,5047
1353,1277,0,0,3.8,124,4,62,1574,300.0,5047
1354,856,1,0,3.9,770,4,62,1474,400.0,3385
1355,2989,0,0,4.2,257,4,62,1547,150.0,5047
1356,717,0,0,4.2,196,4,62,1636,250.0,5047
1357,2328,1,0,4.0,133,4,62,817,200.0,5047
1358,2960,1,0,4.1,169,4,62,684,500.0,5047
1359,1408,1,0,3.9,549,4,62,1571,300.0,5047
1360,1640,0,0,4.1,181,4,62,1547,100.0,5047
1361,2083,1,0,2.9,142,4,62,1474,750.0,5047
1362,2093,1,0,3.9,75,4,30,792,400.0,4274
1363,274,0,0,4.0,53,4,62,1547,300.0,5047
1364,2569,1,0,3.8,177,4,62,1508,500.0,5047
1365,1898,0,0,4.2,280,4,62,1547,150.0,5047
1366,1215,0,0,4.1,52,4,62,1547,150.0,5047
1367,582,1,0,3.9,142,4,62,1636,200.0,5047
1368,1911,0,0,2.7,51,4,62,1597,600.0,5047
1369,2734,0,0,2.5,35,4,62,817,200.0,5047
1370,2410,0,0,4.0,65,4,62,1547,200.0,5047
1371,1410,1,0,2.6,72,4,62,1589,300.0,5047
1372,1165,0,0,3.8,150,4,62,873,150.0,5047
1373,2086,1,0,3.8,166,4,62,1476,600.0,5047
1374,453,1,0,4.0,157,4,62,323,600.0,4927
1375,2570,1,1,4.2,2049,30,20,1416,1000.0,5047
1376,1734,1,0,4.5,4569,30,20,239,600.0,5047
1377,1121,1,1,4.1,1903,30,20,1376,1200.0,5047
1378,10,0,1,4.1,2359,30,20,1196,950.0,5047
1379,1079,1,1,4.3,1302,30,22,922,800.0,5047
1380,684,1,1,4.1,2365,30,20,1206,1500.0,5047
1381,1981,0,1,4.3,1278,30,21,1480,1000.0,5047
1382,2923,1,0,4.2,109,30,20,129,800.0,5047
1383,1052,1,1,4.1,336,30,20,651,700.0,5047
1384,2942,1,1,4.3,1161,30,20,1009,1300.0,5047
1385,2189,0,0,4.2,760,30,62,1552,350.0,5047
1386,1423,1,0,4.0,201,30,20,1156,800.0,5047
1387,577,1,0,3.7,429,30,20,77,700.0,5047
1388,96,0,0,4.2,737,30,13,332,500.0,5047
1389,141,1,1,4.1,682,30,21,50,1000.0,5047
1390,426,1,1,4.1,1008,30,54,1313,1500.0,3680
1391,2247,1,0,4.1,825,30,13,437,400.0,5047
1392,1760,1,0,4.2,325,1,62,1156,350.0,5047
1393,923,1,0,4.4,5060,30,20,1402,750.0,2114
1394,1333,1,1,4.1,804,1,20,1386,800.0,5047
1395,1332,1,1,4.0,884,30,20,1296,900.0,5047
1396,1846,0,0,4.0,950,30,20,43,600.0,5047
1397,371,1,0,4.1,631,30,20,288,750.0,4357
1398,926,0,1,4.2,731,30,13,393,800.0,5047
1399,2312,1,1,4.1,442,30,60,692,1200.0,5047
1400,3065,1,1,4.2,354,1,20,151,800.0,5047
1401,488,0,1,4.1,102,30,13,379,800.0,5047
1402,2051,1,1,4.1,364,30,20,1665,1200.0,5047
1403,2182,1,0,4.0,465,30,20,1597,600.0,5047
1404,1672,1,0,3.8,242,30,20,1089,650.0,5047
1405,3036,1,1,4.2,2115,1,20,1481,800.0,5047
1406,2733,0,0,4.2,223,30,13,501,800.0,5047
1407,2113,1,0,4.3,322,30,20,1547,400.0,5047
1408,937,1,1,4.1,1063,30,21,987,1200.0,5047
1409,1432,1,0,4.4,181,30,9,231,250.0,5047
1410,2071,0,0,4.2,244,1,20,1000,800.0,5047
1411,2286,0,0,3.9,284,30,20,1277,450.0,5047
1412,679,1,0,3.9,221,30,20,521,700.0,5047
1413,1129,0,0,4.1,868,1,57,704,1200.0,5047
1414,2454,0,0,4.1,707,30,13,445,850.0,5047
1415,473,1,0,4.2,261,30,13,389,700.0,5047
1416,1341,0,1,3.8,977,1,46,878,1300.0,5047
1417,519,1,1,4.2,150,1,13,462,600.0,5047
1418,1504,1,1,4.2,1901,30,13,423,800.0,5047
1419,1716,0,0,4.0,104,13,20,1196,650.0,5047
1420,2066,1,0,4.0,324,1,13,462,700.0,5047
1421,2725,1,0,4.6,228,30,13,359,400.0,5047
1422,2460,1,0,4.2,504,1,13,485,550.0,5047
1423,1089,0,1,4.0,370,30,20,1309,1000.0,5047
1424,2606,1,0,4.2,1647,1,20,609,600.0,5047
1425,2701,1,0,4.1,130,30,13,473,650.0,5047
1426,2866,1,1,4.2,815,30,20,1196,900.0,5047
1427,1144,0,0,4.2,380,30,62,266,400.0,5047
1428,1534,0,1,3.6,571,30,20,701,800.0,5047
1429,2138,1,1,3.5,431,30,20,1156,800.0,5047
1430,1646,1,0,4.0,1778,30,62,1444,200.0,5047
1431,2554,0,0,4.1,108,30,13,427,700.0,5047
1432,2809,1,0,4.0,136,30,62,1571,350.0,5047
1433,936,1,1,4.1,553,30,20,991,900.0,5047
1434,2693,1,0,3.9,135,1,20,1222,800.0,5047
1435,2322,1,0,3.8,918,1,16,484,800.0,5047
1436,1323,1,0,3.8,59,1,20,1196,750.0,5047
1437,1397,0,0,3.8,71,30,41,1563,1200.0,5047
1438,2172,1,0,3.9,233,30,20,1007,800.0,5047
1439,3028,1,0,3.6,105,1,20,1678,700.0,5047
1440,2575,1,0,3.8,155,30,20,1597,450.0,5047
1441,301,0,0,4.4,134,30,62,1547,150.0,5047
1442,525,1,0,3.8,90,1,13,332,650.0,5047
1443,2598,1,0,3.0,73,73,20,1156,500.0,5047
1444,783,1,0,3.9,144,30,20,1268,550.0,5047
1445,2822,0,1,3.7,151,30,46,1158,1350.0,5047
1446,2255,0,0,4.0,1047,1,62,980,450.0,5047
1447,1160,1,1,4.0,633,1,20,1196,800.0,5047
1448,1863,0,0,3.5,334,30,20,1156,600.0,5047
1449,2632,0,0,3.8,68,13,62,1181,400.0,5047
1450,3005,1,0,3.9,49,30,62,1587,200.0,5047
1451,415,0,0,4.2,421,30,62,1547,100.0,5047
1452,2989,1,0,3.8,339,30,62,1589,400.0,5047
