,name,online_order,book_table,rate,votes,location,rest_type,cuisines,cost,menu_item
486,125,1,0,4.1,260,28,62,1156,300.0,5047
487,663,1,0,3.9,355,0,62,1196,400.0,5047
488,1096,1,0,4.1,83,0,62,856,400.0,5047
489,1114,1,0,2.5,321,28,62,1241,400.0,3392
490,281,1,0,3.9,362,0,20,1156,600.0,5047
491,2565,1,1,4.2,2166,28,60,10,1200.0,1767
492,1419,1,0,4.0,182,28,69,1121,400.0,5047
493,2364,1,1,3.8,500,3,20,1437,1000.0,5047
494,676,1,0,4.0,532,3,20,610,800.0,5047
495,1689,1,1,3.5,551,3,20,1236,600.0,5047
496,2385,1,0,4.2,421,3,20,604,700.0,5047
497,329,1,0,3.7,662,28,20,201,650.0,5047
498,1243,1,0,3.8,54,3,62,300,500.0,3784
499,3118,1,0,4.1,92,0,62,537,300.0,922
500,364,1,0,3.7,36,28,29,282,600.0,728
501,672,1,0,4.2,2350,28,20,1156,800.0,5047
502,876,1,0,3.9,49,3,13,332,600.0,5047
503,1637,1,0,3.7,184,0,62,858,400.0,5047
504,915,1,1,3.6,225,3,20,286,700.0,4382
505,3057,1,0,4.0,35,0,32,775,300.0,497
506,278,1,0,4.0,869,0,29,250,500.0,1288
507,2318,1,0,4.0,153,28,62,1637,200.0,5047
508,726,1,0,3.7,139,3,62,1268,400.0,5047
509,1704,1,0,3.7,181,3,29,282,500.0,5047
510,2140,1,0,3.9,669,0,20,1156,500.0,4387
511,2623,1,0,3.7,168,3,62,1110,600.0,5047
512,1794,1,0,3.8,170,3,62,1256,250.0,5047
513,863,1,0,4.0,112,28,62,1649,200.0,5047
514,2726,1,0,3.8,58,0,62,203,300.0,3811
515,2989,1,0,4.0,167,30,62,1589,400.0,5047
516,344,1,0,3.9,85,28,62,1490,300.0,5047
517,740,1,0,2.6,473,0,62,1002,600.0,902
518,1404,1,0,3.7,217,28,20,1423,500.0,5047
519,553,1,0,3.6,192,0,29,917,450.0,5047
520,210,1,1,4.2,611,0,21,141,1500.0,1777
521,2000,1,0,4.0,166,3,29,1465,750.0,1723
522,2453,1,0,4.1,46,28,13,502,600.0,5047
523,615,1,1,4.4,2233,3,21,744,1200.0,5047
524,1867,1,0,4.0,107,0,62,1156,300.0,5047
525,745,1,0,4.2,306,0,29,1045,600.0,5047
526,2003,1,1,3.8,756,28,20,1156,1000.0,5047
527,430,1,1,4.4,4309,28,52,625,1600.0,5047
528,626,1,0,4.0,212,3,62,1156,400.0,5047
529,250,1,0,2.9,153,3,62,197,600.0,5047
530,1119,1,0,4.0,827,0,20,1490,500.0,5047
531,1719,1,0,4.0,256,3,62,322,500.0,5047
532,3048,1,0,3.9,40,3,41,442,400.0,5047
533,787,1,0,3.9,73,3,72,1578,400.0,5047
534,2022,1,0,4.2,169,28,13,361,600.0,5047
535,3144,1,0,4.1,586,28,20,558,700.0,5047
536,2374,1,0,3.5,221,0,70,1119,400.0,5047
537,825,1,0,3.5,177,0,62,203,500.0,5047
538,1986,1,0,3.9,347,28,20,609,600.0,5047
539,856,1,0,3.0,347,3,62,1474,800.0,3125
540,2086,1,0,3.9,385,28,62,1476,600.0,5047
541,2765,1,0,4.0,1305,28,20,625,750.0,5047
542,667,1,0,3.0,122,3,20,609,500.0,5047
543,1776,1,0,4.3,539,28,62,617,300.0,5047
544,2436,1,1,3.9,681,3,20,1274,800.0,5047
545,2228,1,0,3.8,106,28,29,306,350.0,5047
546,2144,1,1,4.1,1025,3,20,1156,1000.0,5047
547,589,1,0,3.6,132,3,12,1652,250.0,5047
548,727,1,0,4.2,289,3,62,6,400.0,5047
549,1049,1,0,3.9,407,28,20,1196,500.0,5047
550,2128,1,0,3.9,201,3,62,1196,250.0,5047
551,1,1,0,3.7,37,3,13,359,400.0,5047
552,342,1,0,4.1,203,28,65,366,650.0,314
553,3139,1,0,3.1,320,28,20,1384,600.0,5047
554,111,1,1,3.8,257,3,20,73,800.0,5047
555,1787,1,0,3.8,46,28,62,1465,450.0,5047
556,460,1,0,3.9,102,3,13,352,450.0,5047
557,725,1,1,4.2,237,28,22,349,600.0,5047
558,2397,1,0,3.7,108,3,62,1084,600.0,5047
559,1627,1,0,3.9,34,28,20,1091,750.0,5047
560,1061,1,0,3.2,144,3,62,1218,350.0,2461
561,2745,1,1,4.2,1028,28,21,614,1100.0,5047
562,216,1,0,3.8,84,3,29,38,600.0,3885
563,2639,1,0,4.0,181,28,20,1214,550.0,5047
564,2234,1,0,4.0,128,0,30,949,230.0,3240
565,2034,1,0,3.8,171,28,62,1156,250.0,5047
566,1857,1,0,3.9,200,28,62,1087,400.0,5047
567,3067,1,0,3.0,114,3,20,521,1000.0,5047
568,2509,1,0,3.8,146,28,20,521,600.0,5047
569,2682,1,0,4.2,248,0,32,210,500.0,381
570,739,1,1,4.1,583,28,21,688,1200.0,5047
571,2774,1,0,3.7,42,28,62,1196,500.0,5047
572,378,1,0,3.7,171,3,13,332,300.0,5047
573,1725,1,0,3.7,79,28,62,826,500.0,5047
574,3034,1,0,3.7,46,28,13,318,450.0,5047
575,1845,0,0,4.2,1278,3,20,43,800.0,5047
576,1541,1,0,3.4,276,0,66,1455,250.0,5047
577,1902,1,0,3.1,64,28,20,1554,750.0,5047
578,3059,1,0,4.0,69,0,30,773,300.0,5047
579,1550,1,0,3.7,288,46,62,1196,500.0,3537
580,3060,1,0,4.3,676,3,45,772,500.0,5047
581,765,1,0,4.1,140,28,62,1547,100.0,5047
582,2376,1,0,4.0,65,28,9,217,600.0,4490
583,2961,1,1,4.1,448,28,20,695,700.0,5047
584,449,1,0,4.0,203,0,14,350,500.0,5047
585,2102,1,0,3.1,166,3,62,1219,600.0,5047
586,1674,1,1,4.1,1320,28,20,1222,1200.0,5047
587,2800,1,0,4.0,116,28,20,604,400.0,5047
588,879,1,0,4.4,288,3,12,217,400.0,5047
589,3097,1,0,2.7,85,28,13,496,500.0,5047
590,1049,1,0,3.9,124,0,62,1196,400.0,5047
591,1311,1,0,3.6,323,3,41,1476,800.0,5047
592,1202,1,0,3.7,51,3,62,1156,300.0,5047
593,2741,1,0,4.2,229,28,20,1296,1000.0,5047
594,1907,1,0,2.8,102,3,62,1196,350.0,5047
595,1270,1,0,4.0,76,28,62,1023,150.0,5047
596,184,1,0,3.9,42,28,30,817,250.0,5047
597,2562,1,0,3.9,239,28,30,789,500.0,5047
598,3033,1,0,3.7,55,28,62,1620,200.0,5047
599,3101,1,0,3.9,178,28,30,767,400.0,5047
600,1991,1,0,3.4,224,3,62,1059,400.0,5047
601,3044,1,0,3.9,199,0,62,1451,300.0,5047
602,3071,1,1,4.0,1010,28,58,882,1300.0,5047
603,641,1,1,3.8,72,28,62,1496,400.0,5047
604,1861,0,1,4.1,1000,3,21,50,800.0,5047
605,1979,1,0,3.8,613,0,13,472,600.0,5047
606,2975,1,0,2.9,42,0,62,1432,250.0,5047
607,230,1,0,3.7,194,0,62,1156,400.0,5047
608,1873,0,0,4.3,423,3,30,956,150.0,5047
609,351,1,0,3.7,158,30,20,251,700.0,5047
610,682,1,1,4.1,1403,28,26,1296,1100.0,971
611,2744,1,0,3.9,153,28,41,427,400.0,5047
612,165,1,1,2.9,90,3,20,1449,800.0,5047
613,283,1,0,3.1,140,0,20,1182,600.0,5047
614,2268,1,0,4.1,463,0,13,344,500.0,5047
615,1773,1,0,4.2,384,3,72,1465,600.0,4167
616,552,0,0,4.0,177,3,62,1112,400.0,5047
617,2641,1,0,3.6,70,0,62,1248,350.0,2425
618,529,1,1,4.0,790,28,20,696,1300.0,5047
619,590,1,0,3.9,92,28,62,1602,300.0,5047
620,132,0,0,4.1,131,3,69,1121,400.0,5047
621,307,1,0,3.8,89,28,30,957,400.0,5047
622,2027,1,0,3.0,57,30,62,1329,400.0,5047
623,2463,1,0,3.8,92,3,41,674,1100.0,5047
624,678,1,0,3.0,57,28,20,604,650.0,5047
625,875,1,0,4.3,133,28,29,181,300.0,5047
626,419,0,0,4.0,164,3,0,769,250.0,5047
627,1926,1,0,3.9,161,28,29,1209,500.0,3314
628,3087,1,0,4.0,308,30,13,388,750.0,5047
629,3099,1,0,2.6,208,28,20,602,650.0,5047
630,2753,1,0,3.4,116,3,20,1423,400.0,5047
631,429,1,0,2.7,48,3,65,549,650.0,5047
632,2450,1,0,3.7,127,28,13,467,700.0,5047
633,1807,1,1,3.9,727,28,13,416,800.0,5047
634,3004,0,0,3.9,125,3,13,446,500.0,5047
635,3145,1,0,2.6,170,3,20,978,600.0,5047
636,1125,0,0,3.8,89,3,20,1196,550.0,5047
637,755,1,0,4.0,507,28,19,460,1000.0,5047
638,987,1,0,3.8,254,0,20,521,550.0,5047
639,1389,1,0,2.8,334,3,20,1196,500.0,5047
640,475,0,0,3.8,69,3,14,350,700.0,5047
641,569,1,1,4.1,842,28,21,1546,1100.0,2359
642,237,1,0,4.0,88,28,0,181,500.0,5047
643,2941,1,0,3.5,283,0,62,206,350.0,5047
644,3003,1,1,4.1,293,28,20,938,500.0,5047
645,1124,0,0,2.9,106,3,20,1196,450.0,5047
646,431,1,0,3.0,61,0,13,332,650.0,5047
647,189,0,0,2.8,80,3,20,46,650.0,5047
648,1741,1,1,4.0,347,28,20,1295,1000.0,5047
649,2520,1,0,3.4,186,3,20,1598,450.0,5047
650,985,0,0,4.0,93,3,72,181,800.0,5047
651,1698,0,0,2.4,183,3,29,1156,450.0,5047
652,2401,0,0,2.9,85,3,62,1615,250.0,5047
653,702,0,0,3.4,66,3,20,590,800.0,5047
654,251,0,0,2.9,58,3,62,203,250.0,5047
655,1544,0,0,3.6,162,3,20,1196,500.0,5047
656,1397,0,0,2.7,67,3,41,1451,300.0,5047
657,2642,0,0,2.2,90,3,20,1196,750.0,5047
658,3128,0,0,2.4,96,3,20,1292,500.0,5047
659,1654,1,0,4.0,101,3,20,1079,500.0,5047
660,1668,1,1,3.8,560,28,20,1156,800.0,5047
661,2017,1,0,3.7,243,28,20,286,450.0,5047
662,1280,1,0,3.2,148,3,62,1547,250.0,5047
663,3013,0,0,2.3,291,3,20,1600,250.0,5047
664,2613,1,1,3.9,1337,3,46,7,1700.0,5047
665,160,0,0,4.0,65,3,30,956,200.0,5047
666,2654,1,0,3.6,43,28,20,583,600.0,5047
667,820,1,0,3.7,46,0,20,1156,400.0,2416
668,1514,1,0,3.7,46,0,30,960,150.0,5047
669,767,1,0,3.7,117,28,62,1156,150.0,5047
670,790,1,1,4.4,2487,3,57,1343,900.0,5047
671,2556,1,0,3.2,66,3,20,1196,600.0,5047
672,411,0,1,4.1,1187,28,26,979,1200.0,5047
673,2351,0,0,4.3,353,28,20,1416,1200.0,5047
674,1454,0,1,4.2,1212,28,20,1490,1200.0,5047
675,2592,1,0,3.7,115,0,20,565,550.0,5047
676,617,1,0,4.1,952,28,20,1614,400.0,5047
677,1864,0,0,3.8,915,28,20,1156,600.0,5047
678,1893,1,0,3.7,135,0,20,1196,500.0,5047
679,703,0,1,4.1,466,28,20,1064,700.0,5047
680,3056,0,0,3.8,115,28,62,1209,350.0,5047
681,2192,0,0,3.9,61,28,72,1052,400.0,5047
682,276,0,0,3.9,86,28,30,949,250.0,5047
683,2262,0,0,4.0,193,28,20,1555,500.0,5047
684,995,0,0,3.8,82,28,47,1472,1000.0,5047
685,2517,0,0,3.9,115,28,62,1547,200.0,5047
686,842,0,0,3.7,28,0,20,1196,500.0,5047
687,760,0,0,3.2,63,28,3,191,600.0,5047
688,2002,0,0,3.1,44,0,29,1196,500.0,5047
689,785,0,0,3.5,65,28,20,1420,750.0,5047
690,821,0,0,2.7,76,0,62,1196,500.0,5047
691,1854,0,0,2.6,75,0,62,1438,400.0,5047
692,138,0,0,3.0,55,28,20,65,800.0,5047
693,2072,0,0,3.7,48,28,20,1335,800.0,5047
694,1920,0,0,2.9,39,28,72,857,500.0,5047
695,1411,1,0,3.9,193,28,20,1589,400.0,5047
696,1313,1,0,3.9,63,3,62,1487,200.0,5047
697,503,1,0,3.8,186,28,13,339,500.0,5047
698,951,1,0,3.3,28,3,72,282,400.0,5047
699,1873,0,0,4.3,423,3,30,956,150.0,5047
700,118,0,0,4.0,102,3,0,175,400.0,5047
701,132,0,0,4.1,131,3,69,1121,400.0,5047
702,419,0,0,4.0,164,3,0,769,250.0,5047
703,460,1,0,3.9,102,3,13,352,450.0,5047
704,547,1,0,3.9,70,3,30,767,350.0,5047
705,2093,1,0,3.9,188,3,30,959,400.0,5047
706,3102,0,0,3.8,46,3,35,961,300.0,5047
707,3060,1,0,4.4,677,3,45,772,500.0,5047
708,3048,1,0,3.9,40,3,41,442,400.0,5047
709,712,1,0,3.9,99,3,30,956,400.0,5047
710,985,0,0,4.0,93,3,72,181,800.0,5047
711,475,0,0,3.8,69,3,14,350,700.0,5047
712,2604,1,0,4.1,41,3,29,181,500.0,5047
713,160,0,0,4.0,65,3,30,956,200.0,5047
714,2961,1,1,4.1,448,28,20,695,700.0,5047
715,2453,1,0,4.1,46,28,13,502,600.0,5047
716,875,1,0,4.3,132,28,29,181,300.0,5047
717,2238,1,0,4.1,237,28,30,791,500.0,5047
718,2562,1,0,3.9,239,28,30,789,500.0,5047
719,2609,0,0,4.1,521,28,13,404,550.0,5047
720,732,0,0,4.0,319,28,30,773,500.0,5047
721,307,1,0,3.8,89,28,30,957,400.0,5047
722,760,0,0,3.2,63,28,3,191,600.0,5047
723,554,0,0,2.9,231,28,30,793,800.0,5047
724,3153,1,0,4.5,1179,0,29,930,500.0,5047
725,1256,1,0,3.6,796,3,20,286,550.0,5047
726,2364,1,1,3.8,500,3,20,1437,1000.0,5047
727,2436,1,1,3.9,681,3,20,1274,800.0,5047
728,774,1,0,3.8,207,3,20,237,700.0,5047
729,676,1,0,4.0,532,3,20,610,800.0,5047
730,2385,1,0,4.2,421,3,20,604,700.0,5047
731,639,1,0,3.9,319,3,20,1196,650.0,5047
732,2144,1,1,4.1,1025,3,20,1156,1000.0,5047
733,915,1,1,3.6,225,3,20,286,700.0,5047
734,496,0,1,4.0,200,3,13,383,700.0,5047
735,759,1,1,4.0,739,3,20,296,800.0,5047
736,3022,0,0,3.8,149,3,20,1058,400.0,5047
737,460,1,0,3.9,102,3,13,352,450.0,5047
738,1520,1,0,3.7,110,3,20,43,800.0,5047
739,378,1,0,3.7,171,3,13,332,300.0,5047
740,1,1,0,3.7,37,3,13,359,400.0,5047
741,2354,1,1,3.9,1227,3,20,116,900.0,5047
742,3004,0,0,3.9,124,3,13,446,500.0,5047
743,1389,1,0,2.8,335,3,20,1196,500.0,5047
744,876,1,0,3.9,49,3,13,332,600.0,5047
745,1125,0,0,3.8,89,3,20,1196,550.0,5047
746,42,1,0,2.7,425,3,20,1597,400.0,5047
747,1654,1,0,4.0,101,3,20,1079,500.0,5047
748,1265,1,0,3.2,133,3,20,1209,500.0,5047
749,292,0,0,2.7,160,3,20,604,850.0,5047
750,2520,1,0,3.4,186,3,20,1598,450.0,5047
751,475,0,0,3.8,69,3,14,350,700.0,5047
752,1383,0,0,3.7,311,3,20,1355,400.0,5047
753,879,1,0,4.4,288,3,12,217,400.0,5047
754,1689,1,1,3.5,551,3,20,1236,600.0,5047
755,667,1,0,3.0,122,3,20,609,500.0,5047
756,1124,0,0,2.9,106,3,20,1196,450.0,5047
757,1126,0,1,2.9,200,3,20,602,1000.0,5047
758,2556,1,0,3.2,66,3,20,1196,600.0,5047
759,189,0,0,2.8,80,3,20,46,650.0,5047
760,3145,1,0,2.6,170,3,20,978,600.0,5047
761,702,0,0,3.4,66,3,20,590,800.0,5047
762,1544,0,0,3.6,162,3,20,1196,500.0,5047
763,165,1,1,2.9,90,3,20,1449,800.0,5047
764,2642,0,0,2.2,90,3,20,1196,750.0,5047
765,3128,0,0,2.4,96,3,20,1292,500.0,5047
766,2753,1,0,3.4,116,3,20,1423,400.0,5047
767,589,1,0,3.6,132,3,12,1652,250.0,5047
768,2988,1,0,3.8,55,3,62,1589,300.0,5047
769,3067,1,0,3.0,114,3,20,521,1000.0,5047
770,3013,0,0,2.3,291,3,20,1600,250.0,5047
771,111,1,1,3.8,257,3,20,73,800.0,5047
772,1506,1,0,4.0,398,3,62,1589,400.0,5047
773,552,0,0,4.0,177,3,62,1112,400.0,5047
774,1719,1,0,4.0,256,3,62,322,500.0,5047
775,1417,1,0,3.9,78,3,62,1156,400.0,5047
776,2136,1,0,3.8,312,3,62,1156,400.0,5047
777,2623,1,0,3.7,168,3,62,1110,600.0,5047
778,2150,0,0,4.1,315,3,62,1322,500.0,5047
779,2397,1,0,3.7,108,3,62,1084,600.0,5047
780,856,1,0,3.7,314,3,62,1474,800.0,5047
781,2093,1,0,3.9,188,3,30,959,400.0,5047
782,726,1,0,3.7,139,3,62,1268,400.0,5047
783,453,1,0,3.8,472,3,62,323,600.0,5047
784,1372,1,0,3.8,369,3,62,322,400.0,5047
785,1307,0,0,3.9,197,3,62,1547,150.0,5047
786,3102,0,0,3.8,46,3,35,961,300.0,5047
787,1107,0,0,3.3,50,3,41,521,400.0,5047
788,2128,1,0,3.9,201,3,62,1196,250.0,5047
789,727,1,0,4.2,289,3,62,6,400.0,5047
790,1061,1,0,3.2,144,3,62,1218,350.0,5047
791,1991,1,0,3.4,224,3,62,1059,400.0,5047
792,2102,1,0,3.1,166,3,62,1219,600.0,5047
793,2569,1,0,3.2,167,3,62,1507,600.0,5047
794,2418,1,0,4.0,597,3,62,1156,400.0,5047
795,1243,1,0,3.8,56,3,62,300,500.0,5047
796,1362,1,0,3.6,137,3,62,84,300.0,5047
797,939,1,0,3.9,114,3,62,1190,500.0,5047
798,2938,1,0,3.9,75,3,62,1451,200.0,5047
799,1280,1,0,3.2,148,3,62,1547,250.0,5047
800,2083,1,0,2.4,204,3,62,1465,750.0,5047
801,250,1,0,2.9,153,3,62,197,600.0,5047
802,1313,1,0,3.9,63,3,62,1487,200.0,5047
803,429,1,0,2.7,48,3,65,549,650.0,5047
804,1794,1,0,3.8,170,3,62,1256,250.0,5047
805,2463,1,0,3.8,92,3,41,674,1100.0,5047
806,1907,1,0,2.8,102,3,62,1196,350.0,5047
807,2020,0,0,3.5,56,3,62,1587,400.0,5047
808,2401,0,0,2.9,85,3,62,1615,250.0,5047
809,251,0,0,2.9,58,3,62,203,250.0,5047
810,1202,1,0,3.7,51,3,62,1156,300.0,5047
811,626,1,0,4.0,212,3,62,1156,400.0,5047
812,1188,1,0,3.8,182,3,41,1181,600.0,5047
813,2033,1,0,2.4,158,3,62,1196,300.0,5047
814,1311,1,0,3.6,323,3,41,1476,800.0,5047
815,1879,1,0,3.1,175,3,62,42,250.0,5047
816,1143,0,0,4.5,2781,28,21,1170,1200.0,5047
817,266,0,1,4.7,3844,28,20,1325,1600.0,5047
818,2351,0,0,4.3,353,28,20,1416,1200.0,5047
819,430,1,1,4.4,4312,28,52,625,1600.0,5047
820,2920,0,1,4.3,1196,28,5,803,1500.0,5047
821,1244,0,1,4.6,311,28,20,1436,1300.0,5047
822,1454,0,1,4.2,1212,28,20,1490,1200.0,5047
823,18,0,1,4.1,1235,28,20,1423,800.0,5047
824,30,0,1,3.9,1763,28,4,899,1300.0,5047
825,3129,1,1,4.1,1538,28,20,165,1000.0,5047
826,617,1,0,4.1,954,28,20,1614,400.0,5047
827,739,1,1,4.1,585,28,21,688,1200.0,5047
828,1675,1,0,4.2,374,28,20,266,750.0,5047
829,2745,1,1,4.2,1028,28,21,614,1100.0,5047
830,2961,1,1,4.1,448,28,20,695,700.0,5047
831,411,0,1,4.1,1187,28,26,979,1200.0,5047
832,2639,1,0,4.0,180,28,20,1214,550.0,5047
833,3071,1,1,4.0,1010,28,58,882,1300.0,5047
834,2741,1,0,4.2,230,28,20,1296,1000.0,5047
835,569,1,1,4.1,842,28,21,1546,1100.0,5047
836,1674,1,1,4.1,1320,28,20,1222,1200.0,5047
837,529,1,1,4.0,790,28,20,696,1300.0,5047
838,1864,0,0,3.8,915,28,20,1156,600.0,5047
839,2003,1,1,3.8,756,28,20,1156,1000.0,5047
840,1627,1,0,3.9,34,28,20,1091,750.0,5047
841,1741,1,1,4.0,347,28,20,1295,1000.0,5047
842,3003,1,1,4.1,293,28,20,938,500.0,5047
843,1986,1,0,3.9,347,28,20,609,600.0,5047
844,3144,1,0,4.1,587,28,20,558,700.0,5047
845,2765,1,0,4.0,1306,28,20,625,750.0,5047
846,703,0,1,4.1,466,28,20,1064,700.0,5047
847,2043,0,0,4.0,129,28,62,1589,300.0,5047
848,1404,1,0,3.7,217,28,20,1423,500.0,5047
849,3056,0,0,3.8,115,28,62,1209,350.0,5047
850,773,0,0,3.8,59,28,20,1423,400.0,5047
851,1288,0,0,3.7,535,28,20,1304,950.0,5047
852,1385,0,0,3.8,228,28,62,1250,400.0,5047
853,73,1,0,3.9,178,28,20,1589,450.0,5047
854,1807,1,1,3.9,727,28,13,416,800.0,5047
855,2017,1,0,3.7,243,28,20,286,450.0,5047
856,2609,0,0,4.1,521,28,13,404,550.0,5047
857,611,0,0,2.9,51,28,20,1451,600.0,5047
858,1985,1,1,4.4,4381,28,22,1468,600.0,5047
859,2262,0,0,4.0,193,28,20,1555,500.0,5047
860,3079,0,0,3.8,177,28,62,1366,400.0,5047
861,2499,0,1,3.9,165,28,20,1592,1000.0,5047
862,708,0,0,3.4,97,28,21,1559,1100.0,5047
863,517,1,0,3.7,132,28,13,504,400.0,5047
864,995,0,0,3.8,82,28,47,1472,1000.0,5047
865,1049,1,0,3.9,407,28,20,1196,500.0,5047
866,3034,1,0,3.8,46,28,13,318,450.0,5047
867,2835,0,0,3.3,177,28,20,1222,950.0,5047
868,2509,1,0,3.8,146,28,20,521,600.0,5047
869,3139,1,0,3.1,320,28,20,1384,600.0,5047
870,750,0,0,3.4,48,28,13,436,550.0,5047
871,1698,0,0,2.3,175,28,20,1156,450.0,5047
872,1902,1,0,3.1,64,28,20,1554,750.0,5047
873,785,0,0,3.5,65,28,20,1420,750.0,5047
874,138,0,0,3.0,55,28,20,65,800.0,5047
875,2072,0,0,3.7,48,28,20,1335,800.0,5047
876,678,1,0,3.0,57,28,20,604,650.0,5047
877,2450,1,0,3.7,127,28,13,467,700.0,5047
878,1114,1,0,2.5,321,28,62,1241,400.0,5047
879,590,1,0,3.9,92,28,62,1602,300.0,5047
880,2517,0,0,3.9,115,28,62,1547,200.0,5047
881,2086,1,0,3.9,386,28,62,1476,600.0,5047
882,858,1,0,3.3,212,28,62,236,350.0,5047
883,554,0,0,2.9,231,28,30,793,800.0,5047
884,981,1,0,3.9,62,28,62,324,300.0,5047
885,210,1,1,4.1,612,0,21,141,1500.0,5047
886,1119,1,0,4.0,827,0,20,1490,500.0,5047
887,281,1,0,3.9,362,0,20,1156,600.0,5047
888,1893,1,0,3.7,135,0,20,1196,500.0,5047
889,1189,1,0,4.0,244,0,62,202,400.0,5047
890,2335,1,0,3.0,102,0,20,1589,600.0,5047
891,2592,1,0,3.7,115,0,20,565,550.0,5047
892,1584,1,0,4.2,465,0,62,1179,300.0,5047
893,1405,1,0,3.9,173,0,62,1461,250.0,5047
894,1096,1,0,4.1,83,0,62,856,400.0,5047
895,1867,1,0,4.0,107,0,62,1156,300.0,5047
896,842,0,0,3.7,28,0,20,1196,500.0,5047
897,230,1,0,3.7,194,0,62,1156,400.0,5047
898,821,0,0,2.7,76,0,62,1196,500.0,5047
899,1854,0,0,2.6,75,0,62,1438,400.0,5047
900,1641,1,0,2.9,126,0,62,565,300.0,5047
901,121,1,0,3.9,435,0,20,197,650.0,5047
902,2529,1,0,2.9,255,0,62,1156,250.0,5047
903,790,1,1,4.4,2488,3,57,1343,900.0,5047
904,615,1,1,4.4,2237,3,21,744,1200.0,5047
905,2613,1,1,3.9,1337,3,46,7,1700.0,5047
906,2436,1,1,3.9,681,3,20,1274,800.0,5047
907,1143,0,0,4.5,2781,28,21,1170,1200.0,5047
908,430,1,1,4.4,4312,28,52,625,1600.0,5047
909,30,0,1,3.9,1763,28,4,899,1300.0,5047
910,739,1,1,4.1,585,28,21,688,1200.0,5047
911,411,0,1,4.1,1187,28,26,979,1200.0,5047
912,3071,1,1,4.0,1010,28,58,882,1300.0,5047
913,569,1,1,4.1,842,28,21,1546,1100.0,5047
914,708,0,0,3.4,97,28,21,1559,1100.0,5047
915,210,1,1,4.1,612,0,21,141,1500.0,5047
916,2570,1,1,4.2,2022,30,20,1416,1000.0,5047
917,1100,0,0,3.8,166,4,20,1406,600.0,5047
918,2935,1,0,3.8,286,4,20,1156,600.0,5047
919,10,0,1,4.1,2303,30,20,1196,950.0,5047
920,684,1,1,4.1,2339,30,20,1206,1500.0,5047
921,923,1,0,4.4,4884,30,20,1402,750.0,2096
922,1333,1,1,4.1,775,1,20,1386,800.0,5047
923,2322,1,0,3.8,918,1,16,484,800.0,1684
924,2949,1,0,3.8,74,85,20,672,1000.0,4132
925,2321,1,0,4.1,139,30,20,1277,550.0,5047
926,2876,0,1,3.8,176,30,20,1158,1350.0,5047
927,2911,1,1,3.8,584,30,20,1381,1200.0,5047
928,2675,0,1,4.3,633,30,16,413,800.0,5047
929,488,0,1,4.1,102,30,13,379,800.0,5047
930,1985,1,1,4.6,1755,4,22,1468,600.0,5047
931,2557,1,0,3.9,240,4,13,332,700.0,5047
932,2546,0,0,3.8,148,4,22,1194,550.0,5047
933,2210,1,0,4.0,219,4,13,455,600.0,5047
934,472,1,0,4.1,216,4,13,391,500.0,5047
935,504,1,0,3.7,514,4,13,458,600.0,5047
936,11,1,0,3.4,58,4,13,436,400.0,5047
937,1079,1,1,4.3,1252,30,22,922,800.0,5047
938,96,0,0,4.2,704,30,13,332,500.0,5047
939,2247,1,0,4.1,796,30,13,437,400.0,5047
940,926,0,1,4.2,731,30,13,393,800.0,5047
941,2733,0,0,4.2,223,30,13,501,800.0,5047
942,2454,0,0,4.1,707,30,13,445,850.0,5047
943,473,1,0,4.2,261,30,13,389,700.0,5047
944,519,1,1,4.2,150,1,13,462,600.0,1391
945,1504,1,1,4.2,1901,30,13,423,800.0,5047
946,2066,1,0,4.0,324,1,13,462,700.0,5047
947,2725,1,0,4.6,228,30,13,359,400.0,5047
948,2460,1,0,4.2,504,1,13,485,550.0,5047
949,2701,1,0,4.1,130,30,13,473,650.0,5047
950,2554,0,0,4.1,108,30,13,427,700.0,5047
951,2322,1,0,3.8,918,1,16,484,800.0,5047
952,525,1,0,3.8,90,1,13,332,650.0,5047
953,1475,1,0,3.8,144,1,13,533,700.0,5047
954,1536,0,0,3.8,46,30,13,332,400.0,5047
955,28,0,0,4.0,62,30,13,332,150.0,5047
956,1103,1,1,3.9,291,30,13,368,650.0,5047
957,750,0,0,3.2,59,30,16,436,550.0,5047
958,429,1,0,2.9,62,30,65,548,650.0,5047
959,1340,1,0,2.6,157,30,13,346,450.0,5047
960,2067,0,0,3.7,168,30,13,437,400.0,5047
961,3153,1,0,4.6,143,42,29,930,500.0,5047
962,1030,1,0,3.9,627,1,29,923,450.0,1924
963,1574,1,0,4.1,414,30,62,330,500.0,5047
964,869,1,0,4.2,95,30,11,214,400.0,5047
965,923,1,0,4.4,4884,30,20,1402,750.0,5047
966,149,1,0,4.0,771,1,20,1589,450.0,5047
967,925,1,0,4.2,64,4,62,1510,500.0,5047
968,824,1,0,4.1,233,4,62,1628,200.0,5047
969,1372,1,0,3.8,505,1,62,322,450.0,669
970,302,1,0,4.1,201,1,62,1597,300.0,4837
971,2386,1,0,4.0,774,42,20,238,800.0,5047
972,332,1,0,3.7,125,28,62,1177,250.0,5047
973,1233,1,0,3.8,540,4,20,1353,650.0,5047
974,2569,1,0,3.7,176,4,62,1507,600.0,5047
975,1835,1,0,4.1,296,30,62,1569,200.0,5047
976,2465,1,0,3.6,91,28,72,298,500.0,5047
977,582,1,0,3.8,133,4,62,1636,200.0,4542
